E,mean,gt_to_sim_mean,sim_to_gt_mean,gt_to_sim_rmse,sim_to_gt_rmse,gt_to_sim_max,sim_to_gt_max,num_gt,num_sim,screenshot
29500000.0,0.0029147908004028464,0.003528088323290093,0.0023014932775156,0.003741016168802424,0.0024543021602004716,0.00877361460536237,0.006719337396166484,1218,375,results_fitE_flying_carpet\fb_surface_E_2.95e+07.png
29600000.0,0.0029106575853902637,0.0035243056920122736,0.0022970094787682534,0.0037378815802371164,0.0024495691799718802,0.008773543170886623,0.0067201589143046974,1218,375,results_fitE_flying_carpet\fb_surface_E_2.96e+07.png
29700000.0,0.0029075233964050433,0.0035214440544342517,0.002293602738375835,0.00373561896781411,0.0024460362817617346,0.0087734719829734,0.0067209754533807285,1218,375,results_fitE_flying_carpet\fb_surface_E_2.97e+07.png
29800000.0,0.002905422806541115,0.0035195084909504138,0.0022913371221318164,0.0037342223019931294,0.0024437312958683404,0.008773401041662852,0.006721787057773026,1218,375,results_fitE_flying_carpet\fb_surface_E_2.98e+07.png
29900000.0,0.0029043791168053405,0.0035185026149159256,0.0022902556186947553,0.0037336830118324268,0.002442662351273302,0.00877333034687104,0.006722593770930303,1218,375,results_fitE_flying_carpet\fb_surface_E_2.99e+07.png
30000000.0,0.0029044004460450773,0.0035184177670226865,0.0022903831250674677,0.00373397844959226,0.0024428253853954673,0.008773259898556466,0.006723395636200705,1218,375,results_fitE_flying_carpet\fb_surface_E_3.00e+07.png
30100000.0,0.00290548450271424,0.0035192454248967795,0.0022917235805317,0.0037350899138690065,0.0024441969680169184,0.008773189696628457,0.006724192696068746,1218,375,results_fitE_flying_carpet\fb_surface_E_3.01e+07.png
30200000.0,0.0029076327762755177,0.003520988339180977,0.002294277213370058,0.003737009641483514,0.0024467523378575093,0.008773119740928573,0.0067249849927578445,1218,375,results_fitE_flying_carpet\fb_surface_E_3.02e+07.png
30300000.0,0.002910839641959994,0.0035236398561444347,0.002298039427775553,0.003739722565944966,0.0024504655181395146,0.008773050031342355,0.006725772567987938,1218,375,results_fitE_flying_carpet\fb_surface_E_3.03e+07.png
30400000.0,0.0029150954522687428,0.0035271899529249555,0.00230300095161253,0.003743212002529652,0.0024553094379088326,0.008772980567647231,0.006726555462895324,1218,375,results_fitE_flying_carpet\fb_surface_E_3.04e+07.png
30500000.0,0.0029203779829383774,0.0035316269295910573,0.002309129036285697,0.0037474611154351962,0.0024612312435629492,0.008772911349679046,0.006727333718290142,1218,375,results_fitE_flying_carpet\fb_surface_E_3.05e+07.png
30600000.0,0.002933258883833445,0.0035426646126971075,0.0023238531549697825,0.003757718679338142,0.002475183645953749,0.00877278782890478,0.006728710764750587,1218,375,results_fitE_flying_carpet\fb_surface_E_3.06e+07.png
30700000.0,0.0029413698475067216,0.0035497063505924185,0.0023330333444210247,0.0037641699254020605,0.0024839000790028575,0.008772719028977966,0.006729478392840436,1218,375,results_fitE_flying_carpet\fb_surface_E_3.07e+07.png
30800000.0,0.0029504391280403795,0.003557578441643202,0.002343299814437557,0.0037713151209805063,0.00249359438714824,0.008772650476132154,0.006730241506623118,1218,375,results_fitE_flying_carpet\fb_surface_E_3.08e+07.png
30900000.0,0.0029604481422889455,0.0035662646706067966,0.0023546316139710943,0.0037791394592321358,0.0025042264372798838,0.008772582170064819,0.006731000145097231,1218,375,results_fitE_flying_carpet\fb_surface_E_3.09e+07.png
31000000.0,0.002971369234599917,0.0035757423474485116,0.0023669961217513222,0.0037876214700959462,0.002515756026142627,0.008772514110393734,0.006731754346703219,1218,375,results_fitE_flying_carpet\fb_surface_E_3.10e+07.png
31100000.0,0.002983156982474546,0.003585990611082289,0.002380323353866803,0.003796743401980206,0.0025280948414197263,0.008772446296773479,0.006732504149612984,1218,375,results_fitE_flying_carpet\fb_surface_E_3.11e+07.png
31200000.0,0.0029958065041615833,0.0035969918705092666,0.0023946211378139005,0.003806492865687866,0.0025412552323596407,0.008772378728781399,0.006733249591334278,1218,375,results_fitE_flying_carpet\fb_surface_E_3.12e+07.png
31300000.0,0.0030093110860055076,0.00360871958601094,0.002409902586000075,0.0038168487111345326,0.0025552598317961535,0.008772311406022871,0.006733990709196669,1218,375,results_fitE_flying_carpet\fb_surface_E_3.13e+07.png
31400000.0,0.0030236428365117097,0.003621153349578662,0.0024261323234447576,0.0038277975019554607,0.0025700776212582784,0.008772244328062905,0.006734727539918099,1218,375,results_fitE_flying_carpet\fb_surface_E_3.14e+07.png
31500000.0,0.0030387685114090586,0.0036342669488057984,0.002443270074012319,0.0038393217416498684,0.0025856778202497832,0.008772177494409315,0.006735460119887889,1218,375,results_fitE_flying_carpet\fb_surface_E_3.15e+07.png
31600000.0,0.003054650820946738,0.0036480311353810687,0.0024612705065124073,0.0038514027095576807,0.002602029962680927,0.008772110904639438,0.006736188485160986,1218,375,results_fitE_flying_carpet\fb_surface_E_3.16e+07.png
31700000.0,0.003071252656384737,0.0036624205339207574,0.0024800847788487164,0.003864027098773788,0.002619103976325223,0.008772044558266768,0.00673691267142069,1218,375,results_fitE_flying_carpet\fb_surface_E_3.17e+07.png
31800000.0,0.0030885079148861884,0.0036774062726562745,0.0024996095571161022,0.0038771785271266707,0.002636818861311492,0.008771978454766963,0.006737632713673431,1218,375,results_fitE_flying_carpet\fb_surface_E_3.18e+07.png
31900000.0,0.00310640464851403,0.003692959814746862,0.0025198494822811974,0.00389084081914509,0.0026551979052348127,0.008771912593630159,0.006738348646864138,1218,375,results_fitE_flying_carpet\fb_surface_E_3.19e+07.png
32000000.0,0.003124905794635215,0.0037090534064743844,0.0025407581827960454,0.003904998013504362,0.0026742125886854737,0.008771846974311617,0.006739060505377642,1218,375,results_fitE_flying_carpet\fb_surface_E_3.20e+07.png
32100000.0,0.003143974286776272,0.00372565637875457,0.0025622921947979736,0.0039196290023857565,0.0026938349968179424,0.008771781596298118,0.006739768323417374,1218,375,results_fitE_flying_carpet\fb_surface_E_3.21e+07.png
32200000.0,0.0031635328408647413,0.003742746537051503,0.0025843191446779795,0.003934723276344493,0.0027139738519168705,0.008771716458988102,0.006740472134526433,1218,375,results_fitE_flying_carpet\fb_surface_E_3.22e+07.png
32300000.0,0.0031835786291552707,0.003760299283716015,0.0026068579745945264,0.0039502661757345875,0.002734641955026787,0.008771651561823177,0.0067411719720198845,1218,375,results_fitE_flying_carpet\fb_surface_E_3.23e+07.png
32400000.0,0.003204100163935836,0.0037782901093593516,0.0026299102185123207,0.00396624272368183,0.0027558398110113214,0.008771586904241119,0.006741867869081644,1218,375,results_fitE_flying_carpet\fb_surface_E_3.24e+07.png
32500000.0,0.0032250663003675663,0.003796694740015005,0.002653437860720128,0.0039826382058707815,0.002777542243994062,0.00877152248560116,0.006742559858104203,1218,375,results_fitE_flying_carpet\fb_surface_E_3.25e+07.png
32600000.0,0.0032464454723962173,0.003815488566308696,0.002677402378483739,0.003999437608925838,0.002799724813344916,0.008771458305314958,0.006743247971452938,1218,375,results_fitE_flying_carpet\fb_surface_E_3.26e+07.png
32700000.0,0.0032682044106769883,0.0038346438147071863,0.0027017650066467904,0.004016622067545427,0.002822363816262752,0.008771394362737805,0.006743932241007253,1218,375,results_fitE_flying_carpet\fb_surface_E_3.27e+07.png
32800000.0,0.0032903097936766673,0.0038541416186416368,0.002726477968711698,0.004034183213176509,0.0028454226748352673,0.008771330657258195,0.006744612698321933,1218,375,results_fitE_flying_carpet\fb_surface_E_3.28e+07.png
32900000.0,0.00331271882208711,0.0038739594155926538,0.002751478228581566,0.004052107465313035,0.0028688612109652803,0.008771267188222888,0.006745289374664197,1218,375,results_fitE_flying_carpet\fb_surface_E_3.29e+07.png
33000000.0,0.0033353614804551924,0.003894075706475093,0.002776647254435291,0.0040703815375275785,0.002892611738204702,0.008771203954959695,0.006745962300955638,1218,375,results_fitE_flying_carpet\fb_surface_E_3.30e+07.png
33100000.0,0.0033582645546651746,0.003914470174330496,0.0028020589349998536,0.004088992436313122,0.002916721581730581,0.008771140956821263,0.006746631507722931,1218,375,results_fitE_flying_carpet\fb_surface_E_3.31e+07.png
33200000.0,0.003381413014023837,0.003935120648489776,0.002827705379557898,0.00410792446412504,0.002941183398792613,0.008771078193119581,0.00674729702526488,1218,375,results_fitE_flying_carpet\fb_surface_E_3.32e+07.png
33300000.0,0.0034047859275375568,0.003956011577775466,0.0028535602772996474,0.00412716756359834,0.002965977892450551,0.00877101566317199,0.006747958883419476,1218,375,results_fitE_flying_carpet\fb_surface_E_3.33e+07.png
33400000.0,0.003428362133109899,0.003977126938930898,0.0028795973272888998,0.0041467104234705725,0.0029910832326436303,0.008770953366298085,0.006748617111942387,1218,375,results_fitE_flying_carpet\fb_surface_E_3.34e+07.png
33500000.0,0.0034521051433161892,0.00399845091962062,0.0029057593670117586,0.004166541236278048,0.0030164361711058707,0.008770891301775493,0.006749271739934382,1218,375,results_fitE_flying_carpet\fb_surface_E_3.35e+07.png
33600000.0,0.0034760101839517816,0.004019968651226803,0.0029320517166767602,0.004186648495204554,0.0030420515991695,0.008770829468906125,0.006749922796524786,1218,375,results_fitE_flying_carpet\fb_surface_E_3.36e+07.png
33700000.0,0.0035000683269746933,0.00404166612487259,0.002958470529076796,0.004207020984972498,0.003067931013167035,0.008770767866971991,0.00675057031038085,1218,375,results_fitE_flying_carpet\fb_surface_E_3.37e+07.png
33800000.0,0.003524264680245465,0.00406353012522411,0.0029849992352668207,0.004227647781907628,0.003094058501550325,0.008770706495252408,0.006751214309860512,1218,375,results_fitE_flying_carpet\fb_surface_E_3.38e+07.png
33900000.0,0.0035485853995616415,0.004085548171938539,0.0030116226271847436,0.004248518253500337,0.0031204187880875625,0.008770645352997363,0.0067518548230744695,1218,375,results_fitE_flying_carpet\fb_surface_E_3.39e+07.png
34000000.0,0.0035730002803297497,0.004107708460696339,0.0030382920999631603,0.004269622050411779,0.003146971315953078,0.008770584439483144,0.006752491877800885,1218,375,results_fitE_flying_carpet\fb_surface_E_3.40e+07.png
34100000.0,0.003597477331457529,0.004129999820749382,0.003064954842165676,0.004290949107734762,0.0031736542289241337,0.008770523753964901,0.0067531255015542925,1218,375,results_fitE_flying_carpet\fb_surface_E_3.41e+07.png
34200000.0,0.0036220174055087164,0.004152410907352646,0.003091623903664787,0.004312488608587579,0.0032004719634295057,0.008770463295674933,0.0067537557215019434,1218,375,results_fitE_flying_carpet\fb_surface_E_3.42e+07.png
